page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber,gambar-1,gambar-2,gambar-3,gambar-4,gambar-5,gambar-6,gambar-7,gambar-8,gambar-9,gambar-10
4,1,Junita Chandra Iriani Silalahi,10 Agustus 2024,Trip Keluarga,"4,8",The room is small but convenient. Nice for kids. Playground nya ada di lobby dan nyaman. Ada di tepi kolam renang juga. KOLAM RENANGNYA BERSIH ASTAGAAA KEREN BANGET BERSIH BUANGET!! Kolam renangnya ga besar tapi cukup banget dan nyaman untuk anak nyaman untuk orang dewasa.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/08/10/936be691-22e6-43ff-b850-e7e79143511b-1723269057552-9754da6ed23a2c6ba799c7dbd12bf0d9.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/08/10/8eca8574-6fff-45b2-b1ac-10ce48dd3bad-1723269055489-8ca821786063eae9dd5c32b5af43cc5c.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/08/10/dabdf632-ab40-46de-8d5b-ce499d069130-1723269056782-88dbbd127d02c2b08e661e8e696217c2.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/08/10/232ab8fb-4fff-4e89-bcdf-c100ef88f435-1723269056350-b30e817a3f0aa30451f8447f6aa74edc.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/08/10/784b7097-3c4d-4695-b25c-79620544543a-1723269057393-6f859236bd244d50634d061b470d43ae.jpeg,,,,,
4,2,BUKAN,29 Juli 2024,Trip Keluarga,"5,0",Staf penuh semangat dan ramah.,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/07/29/c5337add-28b1-47fb-964c-bbbf39f00cd2-1722227252634-bea2359b0a30d795abb683e09a7c169b.jpg,,,,,,,,,
4,3,SMA,15 Februari 2024,Perjalanan Sendirian,"5,0","Kamar bersih rapi, sesuai standar santika Menu makanan cukup enak dan variatif Bersih Pelayanan ramah Front office tanggap",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2024/02/15/ebf64260-2807-48e8-ac98-d65f0d99131f-1707966527340-e4ee16f42ba170ab2461e3f4c1e23b82.jpeg,,,,,,,,,
4,4,Niluh Sayu,29 Januari 2024,Trip Keluarga,"5,0","Aksesny harus pake mobil untuk sampai atas. Kalo drop off harus lewat mall duluu... Keren sih viewny, sayang tombol air udh agak longgar y jadi kadang air msih netes dikamr mandi Kebersihan terjaga. Breakfast variatif, lumayan enak smua... Akses ke mall mudh, kita smpet nnton juga dilantai tigaLihat lebih sedikit",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2024/01/29/777c5866-5abc-4e36-bbf0-18c5a6e124ec-1706502246685-7689b1eead4aa19855dc10f3229cd4e6.jpg,,,,,,,,,
4,5,widya puspa indah putri m,9 November 2023,Trip Keluarga,"5,0",Memuaskan sekali menginap di santika hotel mega bekasi. Seluruh staff ramah dan ramah Makanan nya pun enak dan bervariasi Anak2 puas menginap dsni sampai menambah hari... Terimakasih santika,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/11/09/6c29959a-d03e-4844-add9-22970d68c59b-1699500035238-0b156af1973437500ab8e7fb5305e7c1.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/11/09/7fbe574a-9418-4f42-94f9-1a186ea54d3b-1699500023874-627fb7772acf4ab5c6a3a3b8f9dbe7de.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/11/09/36d82705-ce59-4e32-aa50-36e846ff0eee-1699500034571-f044b0bd81712ee20b9ebabf4ae897e2.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/11/09/f61bbbc1-6dba-4a88-9fb6-8db46910564a-1699500036496-e65c9f3a8da3815fe2e1113275d6337f.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/11/09/dec0f15d-de71-4309-b678-feed5ffaf7f9-1699500036458-fe4bbf3a77ce4292520cd0cac8ffed1e.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/11/09/1ba8de72-e555-43e0-9d32-e196e4e35cdf-1699500034573-e6fd231362d6e3374b96b37864787b53.jpg,,,,
5,1,Sri Widyanti,23 September 2023,,"5,0",Senang banget nginap dihotel ini....kamarnya bersih sarapannya beranekaragam menunya enak......pelayanannya 👍🤩👍,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/09/23/2e73501c-a5ec-4470-a7a6-ab0c385bc16a-1695452004987-21b7a9d628a177dbcab84f9e59153b31.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/09/23/d0d7afe3-5906-4fda-8474-3938a2f2c71e-1695452005146-0dba88cf4719c0e7c9893a094d07d057.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/09/23/351a1760-9ad4-4d86-b96b-7a00ffa1fce4-1695452005152-f5c331533fb06f2e4590000891050929.jpg,,,,,,,
5,2,Kasyfil Qamar,6 September 2023,Trip Pasangan,"3,6","Ke hotel Santika Mega Bekasi krn ada acara sepupu nikahan di Bekasi Convention Centre..overall good hotel..fasilitas lengkap & punya akses lngsung ke mall.. kamar standar wlaupun mungkin agak sempit..d best is d services/cleaning services, restaurant @ d food best, some of receptionist so nice, other should be re-training especially d women reception.. d doorbell/security so kind & quick respon + helpfull.. 4 days @santika satisfied w notice..thx 4 services..👍👍Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/09/06/234d4617-d853-4470-9a42-0781e5cf1ef3-1693956312860-3bd5da799a517e769d97262902885074.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/09/06/cbe0a4c7-baa1-4b4d-8298-70466ccc7d74-1693956313888-6c4927489100023f20179153222644ce.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/09/06/1f5a7038-fdeb-4c59-807f-d37df1d8fca0-1693956313137-0d476bcbee34615dc358d85956637f0c.jpeg,,,,,,,
5,3,NH,22 Agustus 2023,Trip Keluarga,"5,0","Suasana nyaman, mau makan dan belanja sangat mudah karna posisi di pusat perbelanjaan. Makanan standard hotel, chek in mudah dan tidak harus deposit",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/08/22/fe1793f8-9942-46de-b327-e40a031c8e90-1692661580758-99a5236682a805fae5d2bfe3f31d3d28.jpeg,,,,,,,,,
5,4,RK,16 Juli 2023,,"5,0",,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/07/16/3bfa1850-d3b9-4813-a7d7-12b7b7a361cd-1689505642447-a90384b15422da7cbb98997297c4a342.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/07/16/dce9a515-f606-4dfb-87e6-64f32344bfca-1689505646473-a9b27594be5edcca53df47dda2ead067.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/07/16/abcfe46b-e1b6-4e39-b83d-baec4fd7c6e6-1689505642990-4f0798c50d20d9871615dde2c042d998.jpeg,,,,,,,
5,5,Yutrisma Evreasi Putri,4 Juni 2023,Perjalanan Bisnis,"4,0",Resepsionis ramah. Kamarnya bersih ac dingin . Sarapan banyak pilihan,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/06/04/2e8b3cc5-f02a-48dc-a145-df8159090800-1685868004509-39bb2664261ca00915de4a917b1dd21f.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/06/04/56b379e7-aca4-46d6-a0d4-c5be26331bee-1685868020917-5e1f7c6e7c8a942129a136b317e777b0.jpg,,,,,,,,
6,1,Ade Dwi Listanti,23 Mei 2023,,"5,0",Sangat bagusss,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/05/23/7bac5bd4-fece-4cdc-b5bf-cd9508aa48fe-1684855394515-7ba23c108d9c4472a6118b0948b26059.jpg,,,,,,,,,
6,2,Intan Maria Runtukahu,21 Mei 2023,,"3,0","walaupun kamarnya kecil kaya apartemen tipe studio, tapi okelah hehe liftnya ramai terus karna gabung sm mall huhu",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/05/21/0bf38d5b-9e6a-4685-bf9a-05b65d1676ab-1684606513436-ec525fb5cc870015ceafc7491a7c3b33.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/05/21/05652908-9c9b-4279-a1e8-8e3c0cde0093-1684606513426-6118c542ebcfd57e0c58d45bff75852c.jpeg,,,,,,,,
6,3,DI DALAM,9 Februari 2023,Trip Keluarga,"5,0","Rumah dekat, cuma mau sarapan di hotel aja.. Tapi pelayanan semua bagus, bersih, tapi anak 4 tahun kena charge Bfast 50k.",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/02/09/300e321a-6284-4030-86cc-662d0b3d67ac-1675949951957-8ac092bed1fed2e294ca586e3aa119b9.jpg,,,,,,,,,
6,4,kata Vera.,22 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2023/01/22/ac57ab02-378b-429a-8c28-e696ff3007b5-1674352440751-d7058c4967693c5a94755752c38f49ce.jpg,,,,,,,,,
6,5,Rusmayanti Yanti,21 Januari 2023,,"5,0",,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/01/21/db7cbd09-7393-46ad-a41a-72cd90a5bd30-1674306497178-6ac23847b287c524c78e80c815033577.jpg,,,,,,,,,
7,1,DAN,16 Januari 2023,Trip Keluarga,"3,6","Ke undangan di BCC ternyata beneran sebelahan pulang langsung check in karena bocah udah gak kondusif, pelayanan cepet walaupun early check in, breakfastnya enak dan banyak pilihan nya",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/01/16/ea643386-c385-4ced-9e0f-3a4ec79bf196-1673834206996-5508c3731ab67181e00e6e2591e9bad5.jpg,,,,,,,,,
7,2,SAYA,1 Januari 2023,Trip Keluarga,"4,8","Booking kamar size king,dapetnya twinbed yang digabung jadi 1.Tapi maklum karena tahun baruan pasti full.Overall oke.Dapet pemandangannya suasana countdown tahun baru 2023.Kids corner nya juga oke sekali.Proses checkin dan checkout super cepet padahal suasana tahun baruanLihat lebih sedikit",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/01/01/39cc9f01-9c14-4993-af7b-07d67b6e5dd4-1672571714417-4b30a2387a71aa8ccdcccac78e752e8c.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit19201080gsm/images/2023/01/01/b06655de-b13c-4439-ba4c-c0652315d1f9-1672571769198-48752f57b795c281c887af4559d21a34.jpg,,,,,,,,
7,3,Putri Nabila,25 Desember 2022,,"5,0",Nyamannn sarapannya juga enakk,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/25/754e9ee3-1f0a-4f55-9627-56a80f6c84a5-1671923563783-23b2b6e9865364e09f87aac3ad188702.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/25/1b5ce20d-5abc-4f18-b084-3ede268cdc1e-1671923563048-1d8ed499ef30efc6eeb38c4125ca14e8.jpeg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/rsfit10801920gsm/images/2022/12/25/6460f796-3ec4-4e9b-8c5f-fdbc8233ff85-1671923560232-1083b65b612309a718af91111a5029bb.jpeg,,,,,,,
7,4,M N,21 November 2022,,"5,0",Bagus sekali Pelayanan ramah Sarapan enak Topp pokonya,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/11/21/783c25ea-6b1a-4fab-b307-21903a2ff471-1668995378175-7e5e221b00278eef6252494ea036b5bb.jpg,,,,,,,,,
7,5,TENTANG,13 November 2022,Perjalanan Bisnis,"5,0","Cintai hidup, tertawa 🤍",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/11/13/1012e1ed-1fa0-441b-8f60-987f049c1fff-1668340142421-cfbf7a1bf98d54c122f25ef29dd897c3.jpg,,,,,,,,,
8,1,jihan febriani,14 Oktober 2022,,"5,0","Seruu bangett sii disinii bersihh , breakfast juga bervariasi . Okelahh buat keluarga yg mauu staycation😁",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/10/14/5859698f-a403-4178-a861-f36b49dd337d-1665758547156-80b3d4d30f7b1ec239a04dd2c2d0479f.jpg,,,,,,,,,
8,2,NH,2 Oktober 2022,Trip Pasangan,"4,0",,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/10/02/ade54db8-770b-49d8-a85a-fc513757b184-1664688634561-3ac6f698967f90aa712a9bcff7753a19.jpg,,,,,,,,,
8,3,DARI,27 September 2022,Trip Keluarga,"5,0",Anak2 senang berenang dan menginap disana. Rekomend kamar deluxe luas utk keluarga,Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/09/27/274b78cc-894e-41e3-8b30-b28b509f37c2-1664280138454-11953c73b86a78d6aaeeb31ffc2d78af.jpg,,,,,,,,,
8,4,DI DALAM,10 September 2022,Trip Pasangan,"5,0","selalu terbaik apalagi skrg dah normal, sarapan udh prasmanan gk kaya dulu diambilin hehee",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/09/10/47ae6036-5509-4352-92aa-05be8621e3ae-1662786525259-fcd3b59c6dd4e8a999f1fcb8819988f0.jpg,,,,,,,,,
8,5,Afrilia Wulandari Fitria,24 Agustus 2022,,"4,2","Bersih, Kolamnya kecil tapi lumayan, sayang gak ada handuk kolam, sarapan banyak, ada Nasgor, lauk pauk, bubur, dimsum, waffle, roti, kue, muffin, donat, salad, buah, sosis, telor, sereal.",Ulasan terverifikasi dari tiket.com,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/08/24/06a78b36-9c54-4ec6-be44-41bffc509abc-1661357952192-4cc218851795fa08f6b13fa046f78574.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/08/24/034f3e15-f0bd-4143-91a8-4d930da8002a-1661357952793-3acb71968c0ddd34dd9f14135b957dfc.jpg,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/original/review/2022/08/24/13cb9a7f-3d73-4eaf-9a32-6840eedf592d-1661357953140-138478661373f220f398c4fbc6ba83bb.jpg,,,,,,,
